#ZVView-data-copy:  31-Jul-2018 05:05:00
#=======================================
#
#name:   ENDF/B-VIII.0: XE-126(N,G)XE-127
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  2
#ldata:  1974
#data...
#            X            Y
          MeV        barns
   0.000360814    0.0121055
   0.000365082    0.0129967
   0.000368131    0.0137156
    0.00037118    0.0145185
   0.000373822    0.0152952
   0.000376261    0.0160611
     0.0003787      0.01691
   0.000381139    0.0178436
   0.000383578    0.0188671
   0.000386017    0.0199984
   0.000388456    0.0212454
   0.000390895    0.0226319
   0.000392927    0.0239157
   0.000394147    0.0247259
   0.000396586    0.0265096
   0.000398212    0.0278172
   0.000399838    0.0292347
   0.000401464     0.030772
    0.00040309    0.0324427
   0.000404716    0.0342627
   0.000406342    0.0362503
   0.000407968    0.0384265
   0.000409594     0.040816
    0.00041122    0.0434476
   0.000412846    0.0463549
   0.000414472    0.0495781
   0.000416098    0.0531535
   0.000417317    0.0561036
   0.000418537    0.0593266
   0.000419757    0.0628457
   0.000420976    0.0666981
   0.000422196    0.0709277
   0.000423415     0.075585
   0.000424634    0.0807303
   0.000425854    0.0864339
   0.000427074    0.0927804
   0.000428293    0.0998696
   0.000429106     0.105067
   0.000429919     0.110691
   0.000430732     0.116787
   0.000431545     0.123412
   0.000432358     0.130628
   0.000433171     0.138507
   0.000433984     0.147134
   0.000434797     0.156607
    0.00043561     0.167041
   0.000436423     0.178569
   0.000437236      0.19135
   0.000438049     0.205522
   0.000438659     0.217219
   0.000439269     0.230001
   0.000439878     0.243967
   0.000440488     0.259259
   0.000441098     0.276052
   0.000441707      0.29455
   0.000442285     0.313874
     0.0004428     0.332737
   0.000443314     0.353357
   0.000443829     0.375948
   0.000444343     0.400804
   0.000444858      0.42825
   0.000445341     0.456679
   0.000445823     0.488066
   0.000446331     0.524764
    0.00044682     0.564174
   0.000447271     0.604617
   0.000447678     0.644947
   0.000448053     0.685838
   0.000448415     0.729177
   0.000448796     0.779422
   0.000449075     0.819669
    0.00044938     0.867261
    0.00044966     0.914647
   0.000450041     0.985822
   0.000450295      1.03802
   0.000450549      1.09449
   0.000450803      1.15574
   0.000451057       1.2223
   0.000451311      1.29481
   0.000451565      1.37402
   0.000451819      1.46077
   0.000452073      1.55605
   0.000452327      1.66103
   0.000452581      1.77706
   0.000452835      1.90577
    0.00045309      2.04907
    0.00045328       2.1675
   0.000453471      2.29656
   0.000453661      2.43758
   0.000453852      2.59209
   0.000454042      2.76187
   0.000454233      2.94902
   0.000454423      3.15598
   0.000454614      3.38568
   0.000454785      3.61469
   0.000454957      3.86792
   0.000455128      4.14895
     0.0004553      4.46204
   0.000455471      4.81232
    0.00045563      5.17516
   0.000455783      5.56394
   0.000455935      5.99873
   0.000456037      6.31786
   0.000456138      6.66346
    0.00045624      7.03856
   0.000456341      7.44665
   0.000456433      7.84548
   0.000456524      8.27766
   0.000456616       8.7471
   0.000456707      9.25823
   0.000456799      9.81625
    0.00045689      10.4271
   0.000456982      11.0979
   0.000457073      11.8368
   0.000457144      12.4648
   0.000457215      13.1453
   0.000457287      13.8843
   0.000457358      14.6889
   0.000457429      15.5675
     0.0004575      16.5294
   0.000457571       17.586
   0.000457642      18.7505
   0.000457698      19.7511
   0.000457754      20.8367
    0.00045781      22.0174
   0.000457866      23.3048
   0.000457922      24.7125
   0.000457978      26.2561
   0.000458034      27.9537
   0.000458089      29.8264
   0.000458133      31.4282
   0.000458177      33.1653
   0.000458221      35.0525
   0.000458264      37.1068
   0.000458308      39.3468
   0.000458352      41.7934
   0.000458395      44.4697
   0.000458439      47.4013
    0.00045848      50.3822
    0.00045852      53.6326
   0.000458561       57.179
   0.000458602      61.0492
   0.000458642       65.273
   0.000458683      69.8811
   0.000458724      74.9052
   0.000458764      80.3774
   0.000458813      87.5806
   0.000458862      95.5275
   0.000458911      104.267
   0.000458959       113.84
   0.000459008      124.277
   0.000459053      134.619
   0.000459096      145.182
   0.000459152      160.296
   0.000459195      172.366
   0.000459252      189.351
   0.000459325      212.441
   0.000459545      284.819
   0.000459618      307.466
